epoch,acc,loss,val_acc,val_loss
0,0.13883928571428572,13.814150374276297,0.12708333333333333,14.071559715270997
1,0.12857142857142856,14.032218551635742,0.12708333333333333,14.071471722920736
2,0.13303571428571428,13.935711424691336,0.13333333333333333,13.900503222147623
3,0.13973214285714286,13.819457299368722,0.12708333333333333,14.071123504638672
4,0.14419642857142856,13.740912927900041,0.12708333333333333,14.062805112202962
5,0.14419642857142856,13.750633212498256,0.13020833333333334,14.020111465454102
6,0.15982142857142856,13.485556820460728,0.18020833333333333,13.115848032633464
7,0.15982142857142856,13.465910502842494,0.23229166666666667,12.303054745992025
8,0.15089285714285713,13.613622501918249,0.16770833333333332,13.32589937845866
9,0.1625,13.420617185320173,0.2,12.687424850463866
10,0.16651785714285713,13.370493616376605,0.14270833333333333,13.670499229431153
11,0.16473214285714285,13.37627991267613,0.13541666666666666,13.909713172912598
12,0.16830357142857144,13.328143419538225,0.19479166666666667,12.798321342468261
13,0.203125,12.6718594959804,0.2625,11.622216606140137
14,0.21428571428571427,12.524458966936384,0.284375,11.338785362243652
15,0.24464285714285713,11.910983031136649,0.3,11.046886316935222
16,0.28526785714285713,10.879336602347237,0.31666666666666665,9.832338333129883
17,0.3339285714285714,9.643085942949568,0.40729166666666666,8.237005678812663
18,0.39107142857142857,7.859581184387207,0.5302083333333333,4.674159049987793
19,0.49910714285714286,4.809245041438511,0.6135416666666667,2.8485251744588216
20,0.578125,3.0316592488970073,0.6479166666666667,1.9468812942504883
21,0.6214285714285714,1.9875056062425887,0.6625,1.4589115262031556
22,0.6794642857142857,1.4084492274693081,0.7083333333333334,1.1778868595759073
23,0.7375,1.0436596070017135,0.7375,1.0457213123639424
24,0.7642857142857142,0.8748529425689152,0.7385416666666667,0.9722526868184408
25,0.7700892857142857,0.7960880066667284,0.73125,0.9974805831909179
26,0.8147321428571429,0.6390465463910784,0.753125,0.9498021364212036
27,0.81875,0.5912357560225896,0.7510416666666667,0.9762199560801188
28,0.8433035714285714,0.522596281341144,0.7677083333333333,0.9198913176854452
29,0.859375,0.43483254398618426,0.775,0.9109579006830851
30,0.8790178571428572,0.39554557800292967,0.7635416666666667,0.9101037422815959
31,0.8870535714285714,0.3408785866839545,0.7697916666666667,0.950005837281545
32,0.8955357142857143,0.3520688840321132,0.7760416666666666,0.9240352431933085
33,0.8946428571428572,0.32732062424932207,0.78125,0.9090331614017486
34,0.9102678571428572,0.2736183790223939,0.7802083333333333,0.8826066215833028
35,0.909375,0.26628333500453405,0.7739583333333333,0.9405230363210042
36,0.9147321428571429,0.2549315974116325,0.7677083333333333,0.9480652570724487
37,0.915625,0.24384176560810633,0.7739583333333333,0.9411556084950765
38,0.915625,0.2700139572577817,0.7802083333333333,0.9686867872873942
39,0.9245535714285714,0.23755365439823695,0.7927083333333333,0.9333606481552124
