epoch,acc,loss,val_acc,val_loss
0,0.13303571428571428,13.937697165352958,0.12604166666666666,14.08861649831136
1,0.12098214285714286,14.105996336255755,0.13333333333333333,13.95268170038859
2,0.1357142857142857,13.887919098990304,0.125,14.089320691426595
3,0.1263392857142857,14.069453416551863,0.125,14.089208062489828
4,0.1299107142857143,14.004013361249651,0.125,14.089406331380209
5,0.14151785714285714,13.795786585126605,0.1625,13.371792793273926
6,0.12946428571428573,13.999902779715402,0.16145833333333334,13.465926933288575
7,0.13214285714285715,13.93580755506243,0.125,14.044589614868164
8,0.15,13.633290808541433,0.14895833333333333,13.661532656351726
9,0.15223214285714284,13.59043448311942,0.17083333333333334,13.331901168823242
10,0.1575892857142857,13.50219954081944,0.20625,12.729636001586915
11,0.18392857142857144,13.075351960318429,0.20104166666666667,12.792577584584555
12,0.19553571428571428,12.88370817729405,0.21458333333333332,12.54287223815918
13,0.20223214285714286,12.753081403459822,0.21875,12.541739590962727
14,0.19776785714285713,12.85806394304548,0.22083333333333333,12.501935354868571
15,0.21696428571428572,12.451195621490479,0.22708333333333333,12.284802532196045
16,0.21473214285714284,12.221211378914969,0.290625,10.652228085199992
17,0.2799107142857143,10.34498506954738,0.3260416666666667,7.288030258814493
18,0.346875,5.413994002342224,0.4375,2.2694916288057962
19,0.4276785714285714,2.468674079009465,0.4895833333333333,1.710843805472056
20,0.4915178571428571,1.824978290285383,0.5385416666666667,1.5305262704690297
21,0.5745535714285714,1.461366878237043,0.5604166666666667,1.4301665008068085
22,0.6129464285714286,1.30188775403159,0.5958333333333333,1.3421143313248953
23,0.6459821428571428,1.1709351199013847,0.6229166666666667,1.2718795855840048
24,0.6928571428571428,0.9623049540179116,0.6479166666666667,1.180344472328822
25,0.7209821428571429,0.8599462619849614,0.671875,1.112049549818039
26,0.7321428571428571,0.8241083592176437,0.6895833333333333,1.0562024315198262
27,0.7504464285714286,0.7528366880757468,0.6947916666666667,1.040827171007792
28,0.796875,0.649398030766419,0.690625,1.0655083348353704
29,0.8044642857142857,0.6018548622727394,0.70625,1.0430491089820861
30,0.8102678571428571,0.5605880356260708,0.7114583333333333,1.0253243575493494
31,0.8245535714285714,0.5512421003409794,0.7114583333333333,1.0366874833901722
32,0.8348214285714286,0.5173746483666556,0.725,1.057490625977516
33,0.8558035714285714,0.4232162222266197,0.7302083333333333,1.0152517676353454
34,0.8504464285714286,0.44216331275446075,0.7541666666666667,0.9732777853806813
35,0.85625,0.4373055807181767,0.7322916666666667,1.0248313089211782
36,0.871875,0.3917760135339839,0.7416666666666667,0.884499670068423
37,0.8767857142857143,0.35828501028673987,0.7479166666666667,0.9658999423185984
38,0.8736607142857142,0.3600590345050607,0.7520833333333333,0.8721983959277471
39,0.88125,0.3575629451445171,0.7739583333333333,0.9007005284229914
40,0.890625,0.3252902981958219,0.75625,0.9528605123360951
41,0.9058035714285714,0.2903911462851933,0.759375,0.9880395342906316
42,0.9058035714285714,0.2659190395580871,0.7614583333333333,1.0109693467617036
43,0.9223214285714286,0.24324047890092645,0.775,0.933799660205841
44,0.9102678571428572,0.2512934337769236,0.775,0.9293335715929667
