epoch,acc,loss,val_acc,val_loss
0,0.11651785714285715,14.19603429521833,0.12708333333333333,14.069754123687744
1,0.12142857142857143,14.094353907448905,0.12708333333333333,14.069754123687744
2,0.1263392857142857,14.019065652574811,0.12708333333333333,14.069754123687744
3,0.13303571428571428,13.952247660500662,0.12708333333333333,14.069754123687744
4,0.140625,13.84017173222133,0.12708333333333333,14.069754123687744
5,0.13035714285714287,13.9698531968253,0.11458333333333333,14.271230284372965
6,0.13035714285714287,13.987129987989153,0.146875,13.628871091206868
7,0.13482142857142856,13.901171398162841,0.121875,14.093697929382325
8,0.13794642857142858,13.877722018105644,0.17604166666666668,13.167387866973877
9,0.14107142857142857,13.789877373831613,0.11458333333333333,14.271230284372965
10,0.1392857142857143,13.863466766902379,0.11458333333333333,14.271230284372965
11,0.1263392857142857,14.051415034702845,0.11458333333333333,14.271230284372965
12,0.13214285714285715,13.94519978931972,0.19270833333333334,12.962524350484212
13,0.14508928571428573,13.71558688027518,0.159375,13.53479035695394
14,0.15,13.657300853729248,0.13645833333333332,13.840812587738037
15,0.14598214285714287,13.734872123173306,0.16458333333333333,13.402564398447673
16,0.15535714285714286,13.5916549546378,0.184375,13.076332346598308
17,0.16026785714285716,13.464606162479946,0.17708333333333334,13.152029291788738
18,0.17857142857142858,13.123799746377127,0.2,12.719486808776855
19,0.18080357142857142,12.53761408669608,0.240625,11.177256774902343
20,0.2629464285714286,10.685701479230609,0.39895833333333336,7.606565443674723
21,0.3607142857142857,5.810784997258867,0.5041666666666667,2.376140999794006
22,0.4459821428571429,2.542502634865897,0.5614583333333333,1.530246243874232
23,0.4919642857142857,1.925340701852526,0.6010416666666667,1.3378556927045187
24,0.546875,1.6011341299329485,0.6364583333333333,1.1370211780071258
25,0.6053571428571428,1.3429181712014335,0.65,1.1085314373175303
26,0.6446428571428572,1.1565733654158457,0.6895833333333333,0.9693502406279246
27,0.6790178571428571,1.0443110065800802,0.6895833333333333,0.9501067598660787
28,0.6928571428571428,1.009092201931136,0.7302083333333333,0.8152894288301468
29,0.7433035714285714,0.826150621686663,0.7364583333333333,0.7721695244312287
30,0.7580357142857143,0.7447641972984587,0.765625,0.7347279936075211
31,0.7714285714285715,0.6744042113423347,0.7552083333333334,0.748266323407491
32,0.784375,0.6442878325070653,0.7729166666666667,0.6997182210286458
33,0.7888392857142857,0.6261202501399177,0.7739583333333333,0.7769409457842509
34,0.8013392857142857,0.5909251998577799,0.7739583333333333,0.7057900915543238
35,0.8160714285714286,0.5302013550485883,0.7770833333333333,0.7539217402537663
36,0.8267857142857142,0.5277320646813938,0.7833333333333333,0.7651588211456934
37,0.8433035714285714,0.46551254274589676,0.8083333333333333,0.6589476704597473
38,0.8308035714285714,0.494398664363793,0.79375,0.6839348862568537
39,0.85625,0.4172519856265613,0.7947916666666667,0.6773146371046702
