epoch,acc,loss,val_acc,val_loss
0,0.13258928571428572,13.895169394356865,0.13125,13.987830225626627
1,0.12857142857142856,14.007933861868722,0.13125,13.987841733296712
2,0.14508928571428573,13.739373425074985,0.10104166666666667,14.47454179128011
3,0.13973214285714286,13.831153651646206,0.13541666666666666,13.893749809265136
4,0.146875,13.710119928632464,0.10520833333333333,14.334575907389324
5,0.15446428571428572,13.590600504193986,0.26145833333333335,11.632851219177246
6,0.14464285714285716,13.738081986563547,0.14895833333333333,13.644590632120769
7,0.1455357142857143,13.733268710545131,0.13333333333333333,13.94719066619873
8,0.13660714285714284,13.878628867013115,0.13125,13.987809181213379
9,0.14776785714285715,13.720281164986746,0.13125,13.98261661529541
10,0.14821428571428572,13.712689890180314,0.13125,13.987716356913248
11,0.13616071428571427,13.88228599003383,0.14375,13.775675137837728
12,0.1455357142857143,13.724676213945662,0.13125,13.984801801045736
13,0.146875,13.70006343296596,0.17395833333333333,13.17805881500244
14,0.1392857142857143,13.85131459917341,0.13125,13.988212712605794
15,0.14910714285714285,13.659690393720354,0.22916666666666666,12.316422843933106
16,0.14642857142857144,13.722776930672781,0.22395833333333334,12.440065701802572
17,0.14910714285714285,13.640538815089634,0.190625,12.909089215596516
18,0.16473214285714285,13.345429011753627,0.23333333333333334,12.068583424886068
19,0.22232142857142856,12.197906112670898,0.2833333333333333,11.306377665201824
20,0.26205357142857144,11.455756337302072,0.30833333333333335,9.840912214914958
21,0.3026785714285714,9.950296170370919,0.3958333333333333,7.591114075978597
22,0.4080357142857143,7.509110246385847,0.4947916666666667,5.569967762629191
23,0.4816964285714286,5.030314363752093,0.540625,3.0702027797698976
24,0.5258928571428572,2.9914681502750944,0.571875,2.07959033648173
25,0.5633928571428571,2.160833549499512,0.60625,1.6636066595713297
26,0.6245535714285714,1.6157628740583148,0.6583333333333333,1.4623439272244771
27,0.6616071428571428,1.3534908992903574,0.65625,1.297198490301768
28,0.7075892857142857,1.0933466945375716,0.696875,1.1628673354784647
29,0.7263392857142857,0.9884677537849971,0.6947916666666667,1.1453866958618164
30,0.759375,0.8192305283887046,0.7166666666666667,1.0286358634630839
31,0.7888392857142857,0.7018013792378562,0.734375,1.0562405308087668
32,0.7875,0.6826941183635167,0.7385416666666667,1.0028957108656564
33,0.8107142857142857,0.5982469980205808,0.7520833333333333,0.9705068071683248
34,0.8325892857142857,0.5609731699739183,0.7552083333333334,0.9453699111938476
35,0.8441964285714286,0.4664754016058786,0.75625,0.9826526463031768
36,0.8575892857142857,0.4552952753646033,0.7427083333333333,0.9487927516301473
37,0.8616071428571429,0.40696287155151367,0.7739583333333333,0.9190303782622019
38,0.8683035714285714,0.3908223922763552,0.76875,0.9274572869141896
39,0.8696428571428572,0.40047548157828194,0.7552083333333334,0.9639101266860962
