epoch,acc,loss,val_acc,val_loss
0,0.12276785714285714,14.066344233921596,0.13125,14.002595456441243
1,0.12232142857142857,14.140138408115932,0.13125,14.002595456441243
2,0.12321428571428572,14.123138863699777,0.13125,14.002595520019531
3,0.125,14.103960718427386,0.13125,14.002595583597818
4,0.12276785714285714,14.134387397766114,0.13125,14.002596918741862
5,0.12321428571428572,14.112674740382603,0.13229166666666667,13.985849825541179
6,0.12366071428571429,14.103086308070592,0.13125,13.991078440348307
7,0.12321428571428572,14.103795378548758,0.13125,14.002595965067545
8,0.13392857142857142,13.90571049281529,0.13229166666666667,13.981065114339193
9,0.14330357142857142,13.744512939453125,0.13333333333333333,13.927074750264486
10,0.140625,13.757190922328403,0.14375,13.69008337656657
11,0.1419642857142857,13.776189504350935,0.15,13.602859179178873
12,0.1513392857142857,13.612098012651716,0.121875,14.153225390116374
13,0.15982142857142856,13.466174234662738,0.19166666666666668,12.896902974446615
14,0.16071428571428573,13.452634811401367,0.15,13.615512148539226
15,0.153125,13.611307035173688,0.19895833333333332,12.764133516947428
16,0.17276785714285714,13.253748103550501,0.20833333333333334,12.641947937011718
17,0.20982142857142858,12.557528005327498,0.22291666666666668,12.238432375590007
18,0.2357142857142857,12.003679302760533,0.25625,11.449623362223308
19,0.2950892857142857,9.982217924935478,0.4427083333333333,6.844976965586344
20,0.4419642857142857,6.4788973535810195,0.5291666666666667,3.744345792134603
21,0.5290178571428571,3.5530679634639193,0.6177083333333333,2.035756993293762
22,0.6080357142857142,1.9955139092036656,0.6385416666666667,1.4636355797449747
23,0.6575892857142858,1.4032658849443709,0.7,1.1132565021514893
24,0.7178571428571429,1.0753666690417698,0.740625,1.0053528229395547
25,0.7571428571428571,0.8278396359511784,0.7541666666666667,0.9418246706326803
26,0.7875,0.7426792911120823,0.746875,0.9628969907760621
27,0.8058035714285714,0.668785925422396,0.7604166666666666,0.8806525588035583
28,0.8334821428571428,0.5556647990431104,0.778125,0.8291144371032715
29,0.8401785714285714,0.508926625762667,0.7854166666666667,0.762456339597702
30,0.8589285714285714,0.4401555687189102,0.7791666666666667,0.8035817205905914
31,0.8709821428571428,0.403306134896619,0.7947916666666667,0.7445624808470408
32,0.8758928571428571,0.35075713098049166,0.79375,0.7681437214215596
33,0.8879464285714286,0.32410149893590384,0.7854166666666667,0.7949316660563152
34,0.8875,0.3599976522581918,0.7979166666666667,0.7408033947149912
35,0.8933035714285714,0.31555806760277066,0.8145833333333333,0.7186388750871022
36,0.8977678571428571,0.30393135377338953,0.8104166666666667,0.7506397565205892
37,0.9084821428571429,0.2887474705066,0.8177083333333334,0.7444687267144521
38,0.91875,0.21436749483857837,0.7927083333333333,0.7811274250348409
39,0.9111607142857143,0.2577579168336732,0.8302083333333333,0.7239133596420289
